SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,HOUSETYPE_MODE_block of flats,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_terraced house,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Wooden
253851,0,0,0,1,1,0,180000.0,835380.0,33259.5,675000.0,0.0072739999999999,-18076,-2445,-2215.0,-1606,1,1,0,1,0,1,2.0,2,2,12,0,0,0,0,0,0,0.781773260036689,0.4952840924852094,0.7121551551910698,0.3763,0.1844,0.997,0.6,0.3103,0.5417,0.2389,0.354,0.0673,0.3834,0.1914,0.997,0.6042,0.3103,0.5417,0.2443,0.3688,0.0712,0.3799,0.1844,0.997,0.6,0.3103,0.5417,0.243,0.3603,0.0687,0.2923,0,0.0,0.0,0.0,0.0,-378.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
421953,0,0,0,1,1,1,112500.0,755190.0,36459.0,675000.0,0.025164,-13017,-6080,-863.0,-4615,1,1,0,1,1,0,3.0,2,2,14,0,0,0,0,0,0,0.5338592857588174,0.4725365344919281,0.6144143775673561,0.0577,0.0605,0.9762,0.0,0.1034,0.1667,0.0,0.048,0.0112,0.0588,0.0628,0.9762,0.0,0.1034,0.1667,0.0,0.05,0.0119,0.0583,0.0605,0.9762,0.0,0.1034,0.1667,0.0,0.0488,0.0115,0.0402,0,7.0,1.0,7.0,0.0,-2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
339703,0,0,1,1,0,0,270000.0,1507869.0,49135.5,1377000.0,0.0084739999999999,-15022,-7547,-3408.0,-2365,1,1,0,1,1,0,1.0,2,2,11,0,0,0,0,0,0,0.621705103682156,0.4601780663828126,0.2837118826350007,0.0768,0.0321,0.9916,0.03,0.1207,0.2292,0.0374,0.0807,0.0,0.021,0.0,0.9866,0.0,0.0345,0.1667,0.0,0.0215,0.0,0.0822,0.032,0.9906,0.0,0.1207,0.1875,0.0351,0.0858,0.0,0.022,0,4.0,0.0,4.0,0.0,-702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
398547,0,1,0,1,1,1,135000.0,270000.0,13500.0,270000.0,0.0096569999999999,-11077,-111,-1534.0,-3692,1,1,0,1,0,0,3.0,2,2,13,0,0,0,0,0,0,0.301077282567302,0.7922180259089907,0.6879328378491735,0.1148,0.084,0.9945,0.0932,0.1262,0.3054,0.0393,0.1036,0.0,0.063,0.0955,0.9975,0.0,0.1379,0.375,0.0151,0.0637,0.0,0.1218,0.0921,0.9975,0.12,0.1379,0.375,0.0206,0.1027,0.0,0.0544,0,0.0,0.0,0.0,0.0,-551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
416566,0,0,0,1,1,1,270000.0,755190.0,50800.5,675000.0,0.04622,-16161,-1281,-396.0,-4165,1,1,0,1,0,0,3.0,1,1,14,0,0,0,0,0,0,0.8234576650107895,0.7136183294968425,0.5954562029091491,0.266,0.7446,0.998,0.4,0.1724,0.5417,0.1539,0.4235,0.9402,0.1092,0.1145,0.998,0.1611,0.069,0.4583,0.0691,0.1344,0.1749,0.2686,0.7446,0.998,0.4,0.1724,0.5417,0.1566,0.4311,0.9599,0.1958,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
354950,0,0,1,1,1,1,414000.0,225000.0,23625.0,225000.0,0.04622,-11691,-482,-684.0,-3627,1,1,0,1,0,1,3.0,1,1,14,0,1,1,0,1,1,0.6961281369945302,0.6962283015076801,0.6706517530862718,0.1196,0.0546,0.9985,0.16,0.0345,0.9583,0.0735,0.171,0.0235,0.1218,0.0567,0.9985,0.1611,0.0345,0.9583,0.0752,0.1782,0.0249,0.1207,0.0546,0.9985,0.16,0.0345,0.9583,0.0748,0.1741,0.024,0.1919,0,0.0,0.0,0.0,0.0,-1031.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
383699,0,0,0,0,0,0,225000.0,900000.0,29164.5,900000.0,0.010032,-11728,-491,-1521.0,-2491,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.7927227062033022,0.6091248791468442,0.5154953751603267,0.0495,0.0223,0.9816,0.04,0.0345,0.3333,0.0503,0.0332,0.0,0.0504,0.0231,0.9816,0.0403,0.0345,0.3333,0.0514,0.0346,0.0,0.05,0.0223,0.9816,0.04,0.0345,0.3333,0.0512,0.0338,0.0,0.0322,0,0.0,0.0,0.0,0.0,-2069.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
396604,0,0,0,0,0,0,112500.0,450000.0,17095.5,450000.0,0.006629,-15686,-223,-2506.0,-3901,1,1,0,1,0,1,1.0,2,2,4,0,0,0,0,0,0,0.7043971171051611,0.6667875005347976,0.7886807751817684,0.0124,0.0,0.9776,0.0,0.069,0.0417,0.0,0.0097,0.0,0.0126,0.0,0.9777,0.0,0.069,0.0417,0.0,0.0099,0.0,0.0125,0.0,0.9776,0.0,0.069,0.0417,0.0,0.0099,0.0,0.0075,0,3.0,0.0,3.0,0.0,-1099.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
416587,0,0,1,0,1,0,157500.0,270000.0,18171.0,270000.0,0.072508,-10794,-214,-5161.0,-1359,1,1,0,1,0,1,2.0,1,1,13,0,0,0,0,0,0,0.2919159830339414,0.6920685556558854,0.4241303111942548,0.5124,0.3656,0.9816,0.56,0.4828,0.3333,0.6821,0.4854,0.005,0.5221,0.3794,0.9816,0.5639,0.4828,0.3333,0.6976,0.5058,0.0053,0.5173,0.3656,0.9816,0.56,0.4828,0.3333,0.6939,0.4942,0.0051,0.3829,0,7.0,0.0,7.0,0.0,-1027.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
317365,0,0,0,0,1,0,337500.0,1006920.0,42790.5,900000.0,0.0228,-23000,365243,-9.0,-4456,1,0,0,1,1,0,1.0,2,2,11,0,0,0,0,0,0,0.4483834041312358,0.6918727930194872,0.7662336700704004,0.1024,0.0793,0.9955,0.0864,0.0745,0.375,0.3591,0.1181,0.016,0.0483,0.0434,0.996,0.0403,0.0345,0.375,0.3673,0.0605,0.0,0.0906,0.0664,0.996,0.08,0.069,0.375,0.3654,0.1043,0.0186,0.2385,0,2.0,1.0,2.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200154,0,0,1,1,0,1,270000.0,2313963.0,90544.5,2160000.0,0.010966,-17256,-509,-4063.0,-789,1,1,0,1,0,0,3.0,2,2,18,0,0,0,0,0,0,0.4145130100763537,0.6717053934757994,0.7180328113294772,0.0742,0.049,0.9846,0.08,0.069,0.3333,0.0,0.0694,0.0,0.0756,0.0508,0.9846,0.0806,0.069,0.3333,0.0,0.0723,0.0,0.0749,0.049,0.9846,0.08,0.069,0.3333,0.0,0.0706,0.0,0.0619,0,4.0,0.0,4.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
318510,0,0,0,1,1,1,225000.0,550980.0,35343.0,450000.0,0.010276,-10235,-1817,-5096.0,-2882,1,1,0,1,0,0,3.0,2,2,14,0,1,1,0,1,1,0.348706442587822,0.1072884492727872,0.0938365970374978,0.0804,0.0695,0.9851,0.0,0.2069,0.1667,0.1965,0.075,0.0373,0.0819,0.0721,0.9851,0.0,0.2069,0.1667,0.201,0.0781,0.0395,0.0812,0.0695,0.9851,0.0,0.2069,0.1667,0.1999,0.0763,0.0381,0.067,0,4.0,0.0,4.0,0.0,-1655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
313963,0,0,0,0,0,0,112500.0,1035072.0,27301.5,864000.0,0.018801,-10621,-1259,-211.0,-1421,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.5337075003045111,0.4347246138248129,0.2250868621163805,0.3402,0.1664,0.999,0.24,0.2069,0.375,0.1627,0.2716,0.4273,0.3466,0.1726,0.999,0.2417,0.2069,0.375,0.1664,0.283,0.4524,0.3435,0.1664,0.999,0.24,0.2069,0.375,0.1655,0.2765,0.4363,0.3038,0,1.0,0.0,1.0,0.0,-605.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
220395,1,0,0,0,1,1,90000.0,227520.0,17973.0,180000.0,0.031329,-9760,-1615,-4545.0,-2407,1,1,0,1,0,0,3.0,2,2,11,0,0,0,0,0,0,0.361070560290002,0.2653117484731741,0.0682511544518866,0.0124,0.0,0.9642,0.0,0.1034,0.0417,0.0295,0.0134,0.0,0.0126,0.0,0.9643,0.0,0.1034,0.0417,0.0302,0.0139,0.0,0.0125,0.0,0.9642,0.0,0.1034,0.0417,0.03,0.0136,0.0,0.0105,0,0.0,0.0,0.0,0.0,-220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
414439,0,0,0,1,1,0,135000.0,280332.0,20065.5,234000.0,0.025164,-14417,-144,-1730.0,-4581,1,1,0,1,0,1,2.0,2,2,9,0,0,0,0,0,0,0.5248478799198579,0.6011567215620803,0.3893387918468769,0.1669999999999999,0.124,0.995,0.16,0.1379,0.375,0.0258,0.1966,0.0409,0.1702,0.1286,0.995,0.1611,0.1379,0.375,0.0264,0.2048,0.0433,0.1686,0.124,0.995,0.16,0.1379,0.375,0.0262,0.2001,0.0418,0.2138,0,3.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
260048,0,0,0,0,1,1,135000.0,518562.0,22099.5,463500.0,0.025164,-19180,-5371,-10303.0,-2687,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.8766568491148881,0.5945586885783444,0.8245949709919925,0.2351,0.0,0.9861,0.08,0.069,0.3333,0.0848,0.1079,0.0,0.2395,0.0,0.9861,0.0806,0.069,0.3333,0.0867,0.1124,0.0,0.2373,0.0,0.9861,0.08,0.069,0.3333,0.0862,0.1098,0.0,0.1048,0,2.0,0.0,2.0,0.0,-1749.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
227671,0,0,0,0,0,0,256500.0,1800000.0,47484.0,1800000.0,0.01885,-20408,365243,-9705.0,-3073,1,0,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.6472689204034862,0.6764854151031389,0.7091891096653581,0.1031,0.0846,0.9846,0.0,0.2069,0.1667,0.0631,0.0881,0.0,0.105,0.0877,0.9846,0.0,0.2069,0.1667,0.0645,0.0918,0.0,0.1041,0.0846,0.9846,0.0,0.2069,0.1667,0.0642,0.0897,0.0,0.0952,0,6.0,0.0,6.0,0.0,-2215.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
337148,0,0,0,1,1,0,450000.0,509400.0,28444.5,450000.0,0.031329,-23270,-3955,-9405.0,-4558,1,1,0,1,1,0,2.0,2,2,9,0,0,0,0,1,1,0.8091454435609675,0.3019788081790937,0.326475210066026,0.1866,0.0541,0.9866,0.2,0.1724,0.3333,0.0718,0.1948,0.0087,0.1901,0.0562,0.9866,0.2014,0.1724,0.3333,0.0734,0.2029,0.0092,0.1884,0.0541,0.9866,0.2,0.1724,0.3333,0.073,0.1983,0.0089,0.215,0,4.0,0.0,4.0,0.0,-827.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
119214,0,0,0,1,0,0,189000.0,675000.0,28597.5,675000.0,0.020246,-10901,-1334,-396.0,-3574,1,1,0,1,0,0,1.0,3,3,15,0,0,0,0,0,0,0.5344377725899734,0.5224393405116123,0.190705947811054,0.2206,0.0987,0.999,0.16,0.069,0.7083,0.1013,0.2644,0.0069999999999999,0.2248,0.1025,0.999,0.1611,0.069,0.7083,0.1036,0.2755,0.0074,0.2228,0.0987,0.999,0.16,0.069,0.7083,0.1031,0.2692,0.0072,0.2095,0,0.0,0.0,0.0,0.0,-849.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
374241,0,0,1,1,0,0,112500.0,313438.5,37327.5,283500.0,0.010006,-10213,-714,-7469.0,-2807,1,1,0,1,0,0,1.0,2,1,12,0,0,0,0,0,0,0.1393691889704864,0.6533248571948349,0.7544061731797895,0.0619,0.0687,0.9891,0.0,0.1034,0.1667,0.0866,0.0653,0.0,0.063,0.0713,0.9891,0.0,0.1034,0.1667,0.0885,0.068,0.0,0.0625,0.0687,0.9891,0.0,0.1034,0.1667,0.0881,0.0665,0.0,0.0615,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
142334,0,0,1,1,1,2,225000.0,1350000.0,39474.0,1350000.0,0.0196889999999999,-15020,-1890,-298.0,-4309,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,0,0,0.60384138221345,0.5692674376418004,0.816092360478441,0.267,0.0727,0.9826,0.08,0.069,0.3333,0.0634,0.1276,0.0186,0.2721,0.0755,0.9826,0.0806,0.069,0.3333,0.0649,0.133,0.0196,0.2696,0.0727,0.9826,0.08,0.069,0.3333,0.0645,0.1299,0.0189,0.113,0,5.0,0.0,5.0,0.0,-1500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
454096,0,0,0,1,1,0,270000.0,1237684.5,49216.5,1138500.0,0.072508,-16045,-959,-8441.0,-4935,1,1,0,1,1,0,2.0,1,1,12,0,1,1,0,0,0,0.5713511938502367,0.686250603944532,0.7338145369642702,0.1144,0.0445,0.9846,0.08,0.0345,0.625,0.0,0.0651,0.0025,0.1166,0.0462,0.9846,0.0806,0.0345,0.625,0.0,0.0679,0.0027,0.1155,0.0445,0.9846,0.08,0.0345,0.625,0.0,0.0663,0.0026,0.0829,0,0.0,0.0,0.0,0.0,-45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
375074,0,0,0,0,1,0,157500.0,528633.0,27121.5,472500.0,0.006233,-17290,-2331,-2364.0,-812,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,0.4086217454827593,0.4941197749921307,0.3217352821966848,0.1227,0.1227,0.9886,0.0,0.4138,0.1667,0.0334,0.1396,0.0,0.125,0.1274,0.9886,0.0,0.4138,0.1667,0.0341,0.1454,0.0,0.1239,0.1227,0.9886,0.0,0.4138,0.1667,0.0339,0.1421,0.0,0.1098,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
112722,0,0,0,0,0,0,180000.0,1350000.0,39474.0,1350000.0,0.01885,-12110,-206,-3421.0,-4484,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.7730352633430002,0.6118704167136295,0.3807996826489149,0.0495,0.0,0.9742,0.0,0.1034,0.125,0.0462,0.0392,0.0,0.0504,0.0,0.9742,0.0,0.1034,0.125,0.0473,0.0409,0.0,0.05,0.0,0.9742,0.0,0.1034,0.125,0.047,0.0399,0.0,0.0309,0,0.0,0.0,0.0,0.0,-530.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
344371,0,0,0,0,0,2,157500.0,904500.0,26577.0,904500.0,0.0145199999999999,-13239,-2972,-413.0,-4847,1,1,0,1,0,0,4.0,2,2,10,0,0,0,0,0,0,0.4295529909324153,0.344191494398425,0.4135967602644276,0.0804,0.0886,0.9846,0.0,0.1638,0.1667,0.0811,0.0737,0.0,0.0735,0.0785,0.9846,0.0,0.1379,0.1667,0.0678,0.0633,0.0,0.0796,0.0817,0.9846,0.0,0.1552,0.1667,0.0848,0.0746,0.0,0.0548,0,0.0,0.0,0.0,0.0,-1690.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
143829,0,0,0,0,1,0,126000.0,450000.0,21109.5,450000.0,0.026392,-10504,-1111,-2435.0,-2092,1,1,1,1,1,0,1.0,2,2,14,0,0,0,1,0,1,0.4018681442995529,0.5133543326602864,0.6246146584503397,0.0495,0.1235,0.9826,0.04,0.0345,0.3333,0.055,0.0409,0.1197,0.0504,0.1282,0.9826,0.0403,0.0345,0.3333,0.0563,0.0426,0.1267,0.05,0.1235,0.9826,0.04,0.0345,0.3333,0.056,0.0417,0.1222,0.0694,0,4.0,1.0,4.0,0.0,-2078.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
122383,0,0,0,0,1,0,225000.0,808650.0,22365.0,675000.0,0.019101,-18193,-1492,-8848.0,-1752,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.3670072874077053,0.2879290521337745,0.622922000268356,0.1237,0.0,0.9876,0.0,0.2069,0.1667,0.165,0.1257,0.0,0.1261,0.0,0.9876,0.0,0.2069,0.1667,0.1688,0.1309,0.0,0.1249,0.0,0.9876,0.0,0.2069,0.1667,0.1679,0.1279,0.0,0.1112,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
